"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
663728,"Raleigh, Cal",1292,0.9003484320557491,922,"75.247346749",0.5472136222910218,0.27765726681127983,0.19814241486068113,0.17462039045553146,0.12461300309597523,"7.896696424",30,6.180847835382188,370,0.28637770897832815,384,0.29721362229102166
682663,"Ramírez, Agustín",945,0.9104046242774566,719,"75.23016891",0.5544973544973543,0.3198887343532684,0.24338624338624337,0.21557719054242003,0.164021164021164,"7.505137651",19,-21.225438953618415,226,0.23915343915343915,399,0.4222222222222222
663624,"Mountcastle, Ryan",700,0.9090909090909091,485,"75.208351186",0.5257142857142856,0.27422680412371137,0.19,0.15257731958762888,0.10571428571428572,"7.524790529",13,-10.692263576480105,215,0.30714285714285716,223,0.31857142857142856
672356,"Arias, Gabriel",911,0.9082751744765702,556,"75.07646303",0.5268935236004392,0.2751798561151079,0.16794731064763996,0.1618705035971223,0.09879253567508232,"7.616500099",22,-29.699866585687435,355,0.3896816684961581,257,0.28210757409440174
621439,"Buxton, Byron",934,0.9050387596899225,665,"75.034829251",0.505353319057816,0.318796992481203,0.22698072805139186,0.20300751879699247,0.14453961456102785,"7.93421576",15,11.77297407717303,269,0.2880085653104925,332,0.3554603854389722
669065,"Stowers, Kyle",814,0.9024390243902439,566,"75.003284631",0.517199017199017,0.29858657243816256,0.2076167076167076,0.17491166077738515,0.12162162162162163,"6.737465393",24,4.838482866770953,248,0.3046683046683047,259,0.3181818181818182
656305,"Chapman, Matt",824,0.9064906490649065,627,"74.95186142",0.5084951456310679,0.29984051036682613,0.22815533980582525,0.18022328548644337,0.13713592233009708,"7.486535886",20,-15.121077697224438,197,0.23907766990291263,301,0.36529126213592233
683146,"Baty, Brett",717,0.9053030303030303,527,"74.80152152",0.4853556485355649,0.3092979127134725,0.22733612273361228,0.174573055028463,0.12831241283124128,"7.358614142",16,-5.207720388597842,190,0.2649930264993027,261,0.36401673640167365
680776,"Duran, Jarren",1090,0.9083333333333333,797,"74.780223881",0.4752293577981651,0.3199498117942284,0.23394495412844038,0.1944792973651192,0.14220183486238533,"7.483983569",21,-15.305054263230558,293,0.26880733944954127,417,0.38256880733944953
657757,"Sheets, Gavin",916,0.9078295341922695,732,"74.776802238",0.5185589519650655,0.3128415300546448,0.25,0.1762295081967213,0.1408296943231441,"7.744474476",20,-10.255521750531967,184,0.20087336244541484,374,0.40829694323144106
682998,"Carroll, Corbin",1082,0.9039264828738512,829,"74.653640647",0.45563770794824404,0.3039806996381182,0.23290203327171904,0.1942098914354644,0.1487985212569316,"7.305025518",20,-2.8409629276770767,253,0.23382624768946395,383,0.3539741219963031
669394,"Burger, Jake",648,0.9050279329608939,464,"74.646523071",0.4999999999999999,0.31896551724137934,0.22839506172839505,0.21551724137931033,0.15432098765432098,"7.434226512",13,-15.097950713727677,184,0.2839506172839506,240,0.37037037037037035
606466,"Marte, Ketel",844,0.9075268817204301,663,"74.616460948",0.45497630331753547,0.3559577677224736,0.2796208530805687,0.19306184012066366,0.15165876777251186,"7.834037192",14,-2.624932499390388,181,0.21445497630331753,365,0.4324644549763033
701358,"Smith, Cam",885,0.9049079754601227,640,"74.498750667",0.4689265536723164,0.2546875,0.18418079096045198,0.1453125,0.10508474576271186,"7.315622395",16,-22.388153224597723,245,0.2768361581920904,294,0.33220338983050846
682829,"De La Cruz, Elly",1083,0.9055183946488294,750,"74.485111062",0.4496768236380425,0.344,0.23822714681440443,0.204,0.14127423822714683,"7.188370813",32,-16.868322299654444,333,0.3074792243767313,409,0.37765466297322253
592518,"Machado, Manny",1185,0.9045801526717557,891,"74.470258042",0.4303797468354429,0.35353535353535354,0.26582278481012656,0.21997755331088664,0.16540084388185655,"7.822820886",20,-16.43074961618645,294,0.2481012658227848,456,0.3848101265822785
671056,"Herrera, Iván",703,0.9059278350515464,549,"74.395397681",0.476529160739687,0.3224043715846995,0.25177809388335703,0.18761384335154827,0.1465149359886202,"7.840217368",4,-9.046054688850019,154,0.21906116642958748,273,0.3883357041251778
696100,"Goodman, Hunter",1035,0.905511811023622,728,"74.380206309",0.4270531400966183,0.3090659340659341,0.21739130434782608,0.16346153846153846,0.11497584541062802,"7.255008937",27,5.785893316276203,307,0.2966183574879227,356,0.34396135265700484
677951,"Witt Jr., Bobby",1118,0.9074675324675324,868,"74.338869946",0.4508050089445439,0.3490783410138249,0.2710196779964222,0.20046082949308755,0.1556350626118068,"7.033687218",24,-2.695582839826689,250,0.22361359570661896,456,0.407871198568873
671739,"Harris II, Michael",1073,0.9039595619208087,824,"74.324738145",0.40726933830382095,0.3118932038834951,0.23951537744641194,0.18810679611650485,0.14445479962721341,"8.043171855",22,-29.62452746675034,249,0.2320596458527493,438,0.4082013047530289
547180,"Harper, Bryce",1035,0.9015679442508711,734,"74.188666589",0.4425120772946859,0.3010899182561308,0.2135265700483092,0.18392370572207084,0.13043478260869565,"7.340033498",15,-8.804649751425174,301,0.29082125603864734,348,0.336231884057971
677800,"Abreu, Wilyer",745,0.9063260340632603,593,"74.113350443",0.4093959731543624,0.2748735244519393,0.21879194630872484,0.16863406408094436,0.1342281879194631,"7.118607423",15,-4.90767040830521,152,0.2040268456375839,265,0.35570469798657717
572233,"Walker, Christian",1164,0.9016266460108443,847,"74.111090232",0.41838487972508587,0.2892561983471074,0.2104810996563574,0.1641086186540732,0.11941580756013746,"7.476153591",55,-24.716634870854378,317,0.27233676975945015,383,0.3290378006872852
691176,"Domínguez, Jasson",769,0.9111374407582938,566,"74.059258804",0.38491547464239273,0.28975265017667845,0.21326397919375814,0.17314487632508835,0.12743823146944083,"7.794933602",7,-13.426367399116925,203,0.26397919375812745,254,0.33029908972691807
545361,"Trout, Mike",857,0.9021052631578947,617,"74.049968238",0.4014002333722287,0.2739059967585089,0.1971995332555426,0.16369529983792544,0.11785297549591599,"7.462248705",25,-13.71609778956624,240,0.28004667444574094,262,0.3057176196032672
641857,"McMahon, Ryan",1001,0.9042457091237579,670,"74.025842228",0.40059940059940063,0.31343283582089554,0.2097902097902098,0.1701492537313433,0.11388611388611389,"7.443851459",28,-35.3918355156913,331,0.3306693306693307,299,0.2987012987012987
671218,"Ramos, Heliot",1122,0.9048387096774193,855,"74.003327959",0.44652406417112295,0.32748538011695905,0.24955436720142601,0.1824561403508772,0.13903743315508021,"6.83663451",24,-29.489537651578836,267,0.23796791443850268,430,0.38324420677361853
624424,"Conforto, Michael",829,0.9150110375275938,637,"73.982100627",0.4294330518697226,0.2731554160125589,0.20989143546441497,0.141287284144427,0.10856453558504221,"7.308617262",7,-34.363979051951674,192,0.2316043425814234,284,0.3425814234016888
691016,"Soderstrom, Tyler",961,0.9100378787878788,732,"73.962033767",0.380853277835588,0.33060109289617484,0.2518210197710718,0.20901639344262296,0.15920915712799166,"7.4820018",27,-11.149626034495402,229,0.23829344432882413,377,0.3922996878251821
665487,"Tatis Jr., Fernando",1036,0.9048034934497816,774,"73.960078147",0.4266409266409266,0.3695090439276486,0.27606177606177607,0.21834625322997417,0.16312741312741313,"7.28345333",32,-18.992086265629617,262,0.2528957528957529,415,0.40057915057915056
621566,"Olson, Matt",1256,0.9088277858176556,940,"73.94386164",0.41321656050955413,0.2925531914893617,0.21894904458598727,0.18085106382978725,0.13535031847133758,"7.47358371",21,-9.374990131074465,316,0.2515923566878981,406,0.3232484076433121
665862,"Chisholm Jr., Jazz",882,0.9064748201438849,609,"73.917035181",0.4183673469387754,0.2955665024630542,0.20408163265306123,0.1625615763546798,0.11224489795918367,"7.803504456",7,-5.135668038653256,273,0.30952380952380953,283,0.32086167800453513
694192,"Chourio, Jackson",992,0.9009990917347865,760,"73.879173498",0.4002016129032257,0.34342105263157896,0.26310483870967744,0.1868421052631579,0.1431451612903226,"7.507009163",22,-5.14675988130341,232,0.23387096774193547,402,0.40524193548387094
664040,"Lowe, Brandon",1055,0.9055793991416309,741,"73.851873033",0.4037914691943128,0.29959514170040485,0.2104265402843602,0.15654520917678813,0.10995260663507109,"7.18868",31,-10.576748532222508,314,0.2976303317535545,341,0.3232227488151659
669127,"Langeliers, Shea",890,0.9053916581892166,673,"73.81913436",0.3955056179775281,0.32392273402674593,0.2449438202247191,0.18722139673105498,0.14157303370786517,"7.21035436",5,0.8332051736052117,217,0.24382022471910111,352,0.3955056179775281
621043,"Correa, Carlos",935,0.9095330739299611,742,"73.794989283",0.3775401069518716,0.3140161725067385,0.24919786096256685,0.18328840970350405,0.14545454545454545,"7.194724684",15,-12.406337852114664,193,0.20641711229946524,383,0.40962566844919784
543807,"Springer, George",921,0.8994140625,691,"73.77621177",0.4049945711183496,0.32850940665701883,0.24647122692725298,0.18668596237337193,0.14006514657980457,"7.504805722",13,8.802082421400383,230,0.249728555917481,353,0.38327904451682954
666160,"Moniak, Mickey",800,0.8998875140607424,593,"73.765342013",0.37374999999999997,0.33220910623946037,0.24625,0.16863406408094436,0.125,"7.673505663",19,3.051605456594215,207,0.25875,314,0.3925
671732,"Butler, Lawrence",1046,0.902502157031924,722,"73.760173241",0.39292543021032506,0.3047091412742382,0.21032504780114722,0.17590027700831026,0.121414913957935,"7.082091597",26,-26.36630564507024,324,0.30975143403441685,357,0.34130019120458893
668904,"Lewis, Royce",685,0.9036939313984169,513,"73.617539693",0.39708029197080286,0.3333333333333333,0.24963503649635035,0.16764132553606237,0.12554744525547445,"8.026708905",12,-5.22360479250036,172,0.2510948905109489,264,0.3854014598540146
665742,"Soto, Juan",917,0.8999018645731109,752,"73.594467372",0.40894220283533267,0.3962765957446808,0.3249727371864776,0.2632978723404255,0.2159214830970556,"7.028068844",36,16.084871064920286,165,0.17993456924754633,414,0.4514721919302072
650490,"Díaz, Yandy",980,0.9057301293900185,812,"73.581309786",0.35408163265306125,0.3645320197044335,0.3020408163265306,0.23891625615763548,0.19795918367346937,"7.639707929",9,-6.740380517909364,168,0.17142857142857143,441,0.45
667670,"Rooker, Brent",1135,0.9029435163086714,819,"73.550019674",0.35594713656387666,0.3321123321123321,0.239647577092511,0.17094017094017094,0.12334801762114538,"7.101663163",45,-12.069214236755762,316,0.27841409691629954,439,0.38678414096916297
664056,"Bader, Harrison",835,0.90465872156013,605,"73.527069449",0.37125748502994016,0.28264462809917357,0.20479041916167665,0.15206611570247933,0.11017964071856287,"7.150258299",18,-3.309491334534788,230,0.2754491017964072,298,0.3568862275449102
595879,"Báez, Javier",738,0.8989037758830695,529,"73.51512607",0.3441734417344174,0.30245746691871456,0.21680216802168023,0.16257088846880907,0.11653116531165311,"8.2668379",10,-9.155960811659831,209,0.28319783197831977,278,0.37669376693766937
663457,"Nootbaar, Lars",807,0.9047085201793722,650,"73.436411289",0.3779429987608426,0.36,0.2899628252788104,0.19384615384615383,0.15613382899628253,"6.894047968",20,-24.955215824782115,157,0.19454770755885997,355,0.4399008674101611
669224,"Wells, Austin",807,0.9036954087346024,604,"73.426844994",0.3110285006195787,0.2947019867549669,0.22057001239157373,0.1672185430463576,0.1251548946716233,"7.595962491",12,-13.494130598246237,203,0.25154894671623296,274,0.3395291201982652
676572,"Wagaman, Eric",778,0.9036004645760743,609,"73.418307545",0.3663239074550128,0.3760262725779967,0.2943444730077121,0.19540229885057472,0.15295629820051415,"7.128526028",26,-15.718846339676137,169,0.21722365038560412,356,0.45758354755784064
700250,"Rice, Ben",780,0.9090909090909091,629,"73.40694141",0.34487179487179487,0.3863275039745628,0.31153846153846154,0.24006359300476948,0.1935897435897436,"7.361684654",15,-2.5367515371934632,151,0.1935897435897436,340,0.4358974358974359
502054,"Pham, Tommy",646,0.906030855539972,508,"73.392688746",0.3281733746130032,0.3700787401574803,0.29102167182662536,0.18110236220472442,0.14241486068111456,"7.02630017",11,-13.512860644928853,138,0.21362229102167182,274,0.4241486068111455
673548,"Suzuki, Seiya",978,0.9013824884792627,775,"73.387595654",0.37525562372188137,0.33548387096774196,0.2658486707566462,0.19225806451612903,0.1523517382413088,"7.225756513",25,0.14380904674679162,203,0.20756646216768918,396,0.4049079754601227
592885,"Yelich, Christian",1053,0.901541095890411,760,"73.379729421",0.3561253561253561,0.3236842105263158,0.2336182336182336,0.18289473684210528,0.13200379867046533,"7.537375935",23,-10.449759203516798,293,0.27825261158594494,381,0.36182336182336183
661388,"Contreras, William",1053,0.9,823,"73.235586923",0.3494776828110161,0.36573511543134873,0.2858499525166192,0.19319562575941676,0.150997150997151,"7.111665878",27,-16.103008036818338,230,0.2184235517568851,421,0.3998100664767331
687597,"Beck, Jordan",942,0.9075144508670521,658,"73.199990499",0.3290870488322718,0.26443768996960487,0.18471337579617833,0.1337386018237082,0.09341825902335456,"7.724561242",8,-9.446203673073178,284,0.30148619957537154,319,0.3386411889596603
694671,"Langford, Wyatt",900,0.9063444108761329,675,"73.144246678",0.29,0.3437037037037037,0.2577777777777778,0.17925925925925926,0.13444444444444445,"7.020940822",10,-14.443506808030195,225,0.25,321,0.3566666666666667
605137,"Bell, Josh",889,0.9080694586312564,698,"73.081846254",0.3487064116985377,0.3438395415472779,0.26996625421822273,0.18624641833810887,0.14623172103487064,"7.964290945",12,-23.43524609413467,191,0.21484814398200225,364,0.4094488188976378
679529,"Torkelson, Spencer",1048,0.9105125977410947,789,"73.047568006",0.26431297709923673,0.30671736375158426,0.23091603053435114,0.1520912547528517,0.11450381679389313,"7.762899275",17,-21.967004332335136,259,0.24713740458015268,369,0.3520992366412214
606192,"Hernández, Teoscar",938,0.9054054054054054,655,"72.960485394",0.3113006396588487,0.3480916030534351,0.24307036247334754,0.18473282442748093,0.12899786780383796,"7.809747921",26,-15.959592075791178,283,0.3017057569296375,350,0.373134328358209
521692,"Perez, Salvador",1156,0.9010132501948558,866,"72.943476332",0.3053633217993079,0.32678983833718245,0.24480968858131488,0.1766743648960739,0.1323529411764706,"7.854741981",22,-20.94167370321376,290,0.2508650519031142,443,0.38321799307958476
542303,"Ozuna, Marcell",906,0.9014925373134328,677,"72.883619272",0.31567328918322307,0.3175775480059084,0.23730684326710816,0.14623338257016247,0.10927152317880795,"7.2430117",3,-13.287422450449302,229,0.25275938189845476,313,0.3454746136865342
666134,"Jones, Nolan",690,0.9019607843137255,502,"72.724750536",0.31449275362318846,0.30278884462151395,0.22028985507246376,0.14143426294820718,0.10289855072463767,"6.87245613",14,-26.505210080917305,188,0.27246376811594203,216,0.3130434782608696
669911,"Toglia, Michael",585,0.8944954128440367,387,"72.724575419",0.22735042735042743,0.2661498708010336,0.17606837606837608,0.13178294573643412,0.08717948717948718,"7.579395009",15,-15.924700650585285,198,0.3384615384615385,167,0.28547008547008546
669357,"Gorman, Nolan",687,0.9027595269382391,465,"72.705924687",0.2445414847161573,0.2752688172043011,0.18631732168850074,0.13118279569892474,0.08879184861717612,"7.552257918",17,-20.791175122438716,222,0.3231441048034934,200,0.29112081513828236
691718,"Crow-Armstrong, Pete",1214,0.9066467513069455,895,"72.697234671",0.28418451400329486,0.3005586592178771,0.2215815485996705,0.1463687150837989,0.10790774299835255,"7.235794638",24,-6.862715526267827,319,0.2627677100494234,413,0.3401976935749588
686555,"Collins, Isaac",683,0.9058355437665783,542,"72.67321325",0.225475841874085,0.3044280442804428,0.24158125915080528,0.14022140221402213,0.11127379209370425,"6.688299605",19,-11.119971146382962,141,0.20644216691068815,262,0.383601756954612
663993,"Lowe, Nathaniel",1035,0.9039301310043668,801,"72.667132184",0.24251207729468593,0.2746566791510612,0.21256038647342995,0.13358302122347065,0.10338164251207729,"7.221843797",28,-23.181950250155893,234,0.22608695652173913,356,0.34396135265700484
502671,"Goldschmidt, Paul",899,0.9136178861788617,731,"72.636083092",0.2191323692992213,0.34062927496580025,0.27697441601779754,0.1573187414500684,0.12791991101223582,"7.588893059",9,-14.010241656527121,168,0.18687430478309233,371,0.41268075639599555
686780,"Pagés, Pedro",684,0.9059602649006623,502,"72.593405746",0.27339181286549713,0.26294820717131473,0.19298245614035087,0.1254980079681275,0.09210526315789473,"7.110053275",18,-16.472910426942363,182,0.26608187134502925,240,0.3508771929824561
683011,"Volpe, Anthony",978,0.9047178538390379,742,"72.588285736",0.28527607361963186,0.33423180592991913,0.25357873210633947,0.15498652291105122,0.11758691206543967,"7.248732894",11,-32.44922103499037,236,0.24130879345603273,361,0.36912065439672803
672820,"Sosa, Lenyn",932,0.9057337220602527,729,"72.574127146",0.2628755364806866,0.3443072702331962,0.26931330472103004,0.16186556927297668,0.12660944206008584,"7.420237575",9,1.5749643873054153,203,0.21781115879828325,372,0.39914163090128757
681624,"Pages, Andy",1108,0.9000812347684809,899,"72.562527924",0.21389891696750904,0.2936596218020022,0.23826714801444043,0.12680756395995552,0.10288808664259928,"7.89073602",31,1.577130639058821,209,0.18862815884476533,417,0.37635379061371843
608369,"Seager, Corey",731,0.9024691358024691,539,"72.552322271",0.21887824897400818,0.35435992578849723,0.2612859097127223,0.20408163265306123,0.15047879616963064,"6.68573275",21,-6.603626065650239,192,0.26265389876880985,265,0.3625170998632011
686469,"Pasquantino, Vinnie",1096,0.9087893864013267,909,"72.537682883",0.2645985401459853,0.36303630363036304,0.3010948905109489,0.18261826182618263,0.15145985401459855,"7.384403695",12,-2.117489872099407,187,0.17062043795620438,479,0.43704379562043794
672386,"Kirk, Alejandro",846,0.9136069114470843,695,"72.516343215",0.28486997635933814,0.38273381294964026,0.3144208037825059,0.21007194244604316,0.17257683215130024,"7.190064622",12,-14.509225404273934,151,0.17848699763593381,384,0.45390070921985815
666139,"Lowe, Josh",875,0.9057971014492754,636,"72.43918344",0.27542857142857147,0.2688679245283019,0.19542857142857142,0.10062893081761007,0.07314285714285715,"7.309980034",15,-31.409464724477534,239,0.27314285714285713,265,0.3028571428571429
671277,"García Jr., Luis",878,0.9051546391752577,710,"72.4022391",0.28018223234624146,0.376056338028169,0.3041002277904328,0.18028169014084508,0.14578587699316628,"7.401102995",18,-10.64904021013917,168,0.19134396355353075,388,0.4419134396355353
682928,"Abrams, CJ",1033,0.9006102877070619,799,"72.400841365",0.2545982575024201,0.3141426783479349,0.24298160696999033,0.1376720901126408,0.10648596321393998,"7.600194743",28,-22.618714498674038,234,0.2265246853823814,415,0.40174249757986447
687401,"Ortiz, Joey",759,0.9046483909415971,643,"72.400831436",0.2437417654808959,0.27527216174183516,0.233201581027668,0.1290824261275272,0.10935441370223979,"7.529069433",7,-16.46256922970198,116,0.152832674571805,356,0.46903820816864294
666310,"Naylor, Bo",705,0.9085051546391752,566,"72.371691887",0.22127659574468092,0.2862190812720848,0.2297872340425532,0.11484098939929328,0.09219858156028368,"7.765857106",18,-21.716660992053193,139,0.1971631205673759,248,0.3517730496453901
676475,"Burleson, Alec",838,0.9020452099031216,706,"72.364166718",0.2923627684964201,0.3909348441926346,0.32935560859188545,0.18696883852691218,0.1575178997613365,"7.452156718",12,0.3657486046974485,132,0.1575178997613365,389,0.46420047732696895
665161,"Peña, Jeremy",811,0.9051339285714286,604,"72.317324538",0.15659679408138105,0.4056291390728477,0.30209617755856966,0.1986754966887417,0.14796547472256474,"7.551023366",13,0.9037977011332274,207,0.25524044389642414,381,0.46979038224414305
668227,"Arozarena, Randy",1097,0.9006568144499179,796,"72.298457347",0.2962625341841385,0.3492462311557789,0.2534184138559708,0.18216080402010051,0.13217866909753875,"7.44483732",20,-18.671230722225456,301,0.27438468550592526,385,0.35095715587967186
665966,"Narváez, Carlos",796,0.9045454545454545,590,"72.283279987",0.2047738693467337,0.34576271186440677,0.2562814070351759,0.15593220338983052,0.11557788944723618,"7.594159384",15,-15.19804025620564,206,0.25879396984924624,274,0.3442211055276382
553993,"Suárez, Eugenio",1153,0.8986749805144193,806,"72.266508899",0.2645273200346921,0.3176178660049628,0.2220294882914137,0.15508684863523572,0.10841283607979185,"7.802119254",57,2.0196836109258136,347,0.30095403295750217,373,0.32350390286209885
607043,"Nimmo, Brandon",1061,0.9029787234042553,817,"72.253574015",0.26484448633364743,0.34394124847001223,0.2648444863336475,0.19216646266829865,0.14797360980207352,"7.190820801",22,-21.517213260743734,244,0.2299717247879359,403,0.37983034872761545
668804,"Reynolds, Bryan",1151,0.9027450980392157,843,"72.221864657",0.2284969591659427,0.32858837485172004,0.24066029539530842,0.16370106761565836,0.11989574283231973,"6.94773384",45,-30.196798309516332,308,0.2675933970460469,390,0.33883579496090355
593428,"Bogaerts, Xander",741,0.9036585365853659,592,"72.216795992",0.26045883940620784,0.36317567567567566,0.2901484480431849,0.1570945945945946,0.12550607287449392,"7.335557058",16,-19.233422470394647,149,0.20107962213225372,352,0.4750337381916329
657656,"Laureano, Ramón",827,0.900871459694989,618,"72.196977195",0.2237001209189843,0.31715210355987056,0.2370012091898428,0.1650485436893204,0.12333736396614269,"7.013023603",27,-1.5459905592311556,209,0.25272067714631197,293,0.3542926239419589
663616,"Larnach, Trevor",860,0.9071729957805907,615,"72.186017407",0.2325581395348837,0.37886178861788616,0.2709302325581395,0.16747967479674797,0.11976744186046512,"7.269012651",19,-21.314549792507155,245,0.28488372093023256,345,0.4011627906976744
673237,"Diaz, Yainer",986,0.9029304029304029,778,"72.179364087",0.21703853955375252,0.34575835475578404,0.27281947261663286,0.17480719794344474,0.13793103448275862,"7.334043428",30,-15.380481138920267,208,0.21095334685598377,416,0.42190669371196754
665019,"Clemens, Kody",657,0.9062068965517242,509,"72.17843102",0.17503805175038056,0.34577603143418467,0.2678843226788432,0.18271119842829076,0.1415525114155251,"7.277118447",9,-13.96859791056256,148,0.2252663622526636,240,0.365296803652968
666969,"García, Adolis",1002,0.9067873303167421,722,"72.128697236",0.25349301397205587,0.3587257617728532,0.25848303393213573,0.16897506925207756,0.1217564870259481,"7.584371627",16,-31.2405958252168,280,0.27944111776447106,359,0.3582834331337325
642715,"Adames, Willy",1152,0.9049489395129615,846,"72.054164271",0.19791666666666674,0.2919621749408983,0.2144097222222222,0.1182033096926714,0.08680555555555555,"8.139825538",14,-20.473702825555456,306,0.265625,388,0.3368055555555556
663656,"Tucker, Kyle",920,0.9037328094302554,756,"72.049498598",0.23586956521739136,0.3611111111111111,0.2967391304347826,0.15343915343915343,0.12608695652173912,"7.554564467",15,-16.413754002137196,164,0.1782608695652174,397,0.4315217391304348
